,Smiles_Solute,Smiles_Solvent,Smiles_Merged,LogS,Source
4150,CC2=CC(=O)c1ccccc1C2=O ,O,CC1=CC2=O~O~C1(=O)c1ccccc12,-3.03,Esol
4151,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,CCOC(C)=O,CCO1~c2(=O)c3ccccc3nc3n2CCc2c-3[nH](~C1(C)=O)c1ccccc21,-2.9834304340809785,BigSolDB
4152,NNC(=O)c1ccncc1,CC#N,CC1~N(N)C(=O)(c2ccncc2)~N#1,-3.1396619934290064,BigSolDB
4153,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,O,CC12CC3SC3CC1CCC1C2CCC2(C)C1CCC21~O~O1,-5.41,Esol
4154,O=Cc1cc(Br)c(O)c(Br)c1,CCCO,CCC1~Oc2c(Br)cc(cc2Br)C(=O)~O1,-2.4696722102219137,BigSolDB
4155,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],CCO,CC1~O2[C@H](CO[N+](=O)[O-])[C@@H](O[N+](=O)[O-])[C@H](O[N+](=O)[O-])[C@@H](O[N+](=O)[O-])[C@@H]2O[N+](=O)([O-])~O1,-1.102460505,BNNLabs
4156,O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],CN(C)C=O,CN1(C)~C23C4N([N+](=O)[O-])C5C(N([N+](=O)[O-])C(C(N4[N+](=O)[O-])N2[N+]([O-])=O~C1=O)N5[N+](=O)[O-])N3[N+](=O)[O-],-1.0380571168586128,BigSolDB
4157,ClC=C,O,C=C1~O~Cl1,-1.75,Esol
4158,CCCC(=O)NCCNC(=O)CCC,CCO,CCCC(=O)N1~C(C)O~C(=O)(CCC)NCC1,-0.164919184,BNNLabs
4159,CC(=O)Nc1ccc(C(=O)O)cc1,CCCO,CCC1~OC(=O)(c2ccc(NC(C)=O)cc2)~O1,-2.318668294030834,BigSolDB
4160,COc1ccc(P(=O)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,Cc1ccccc1,COc1ccc(P2(=O)(c3ccc(OC)cc3)~c3ccc(cc3)C~O(C)c3ccc2cc3)cc1,-3.4436974992327127,BigSolDB
4161,Cc1cc(Cl)cc(C(=O)O)c1N,CO,Cc1cc(Cl)cc(C2(=O)~OC~O2)c1N,-2.891773343625072,BigSolDB
4162,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,CO,C#CC(C)(C)N1~CO~C1(=O)c1cc(Cl)cc(Cl)c1,-2.184422251675733,BigSolDB
4163,CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,O,CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)o3~O~c23=O)c(Cl)c1,-4.328,Esol
4164,OCCc1ccccc1,O,c1ccc(CC2~O~O2)cc1,-2.292429823902064,BigSolDB
4165,Cc1cccc(Nc2ccccc2C(=O)O)c1C,CCO,Cc1cccc(Nc2ccccc2C2(=O)~OC(C)~O2)c1C,-2.721246399047171,BigSolDB
4166,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,Cc1ccccc1,Cc1nc2n(c3(=O)~c4ccc(cc4)C~o4nc(c5ccc(F)cc54)C4CCN(CCc13)CC4)CCCC2,-2.42021640338319,BigSolDB
4167,c1cc(ccc1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCc1cnc2c(c(=O)nc(N)[nH]2)n1,CCO,CC1~OC(=O)CC[C@H](NC(=O)c2ccc(NCc3cnc4[nH]c(N)nc(=O)c4n3)cc2)C(=O)(O)~O1,-2.921360783,BNNLabs
4168,C/C=C/C(=O)O,CN(C)C=O,C/C=C/C1(=O)~N(C)(C)C(=O)~O1,-0.3584267468218246,BigSolDB
4169,O=C(O)COc1ccc(Cl)cc1,CCOC(C)=O,CCO1~C(=O)(O)CO(c2ccc(Cl)cc2)~C1(C)=O,-1.5756084455897226,BigSolDB
4170,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,CC(=O)C,Cc1ccnc(NS2(=O)(=O)~O=C(C)(C)~Nc3ccc2cc3)n1,-1.388288632,BNNLabs
4171,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,CC#N,CC1~NC(=O)(N2c3ccccc3CC(=O)c3ccccc32)~N#1,-3.1931419704811828,BigSolDB
4172,O=C(O)CCCCCCCCCCCC(=O)O,CCO,CC1~OC(=O)(CCCCCCCCCCCC(=O)O)~O1,-2.557520230935552,BigSolDB
4173,Nc1ccc(Cl)cc1[N+](=O)[O-],CCO,CC1~Nc2ccc(Cl)cc2([N+](=O)[O-])~O1,-1.8857227034384136,BigSolDB
4174,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,O,O=C1NC2(=O)~O~N2C(=O)C12CCCCCC2,-3.168,Esol
4175,NC(=O)C1=CC=C(O)C=C1,CC(=O)C,CC1(C)~Oc2ccc(cc2)C(N)(=O)~O=1,-0.906578621,BNNLabs
4176,O[C@H]1CC[C@H](O)CC1,CC(=O)C,CC1(C)~O[C@H]2(~O=1)CC[C@@H](O)CC2,-0.784023236,BNNLabs
4177,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,CCO,CC1~[nH]2c3c(c4ccccc42)CCN2C3N(C)c3ccccc3C2(=O)~O1,-4.213248577854439,BigSolDB
4178,OC(=O)CC1=CC=C(O)C=C1,CC(=O)C,CC1(C)~Oc2ccc(cc2)CC(=O)(O)~O=1,0.584462402,BNNLabs
4179,COC(=O)[C@H](N)c1ccccc1.Cl,O,CO1~O~C1(=O)[C@H](N)c1ccccc1.Cl,-1.3467874862246565,BigSolDB
4180,C(CCC(=O)O)CCC(=O)O,CCO,CC1~OC(=O)(CCCCCC(=O)O)~O1,0.315608112,BNNLabs
4181,Cn1cnc2c1c(=O)[nH]c(=O)n2C,CO,Cn1c2ncn3(C)~CO~c1(=O)[nH]c(=O)c23,-4.549750891680639,BigSolDB
4182,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O,O,C[C@@H]1O~O~C(=O)[C@@H](O)[C@H](O)[C@@H]1O,-1.2907300390241692,BigSolDB
4183,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CCOC(C)=O,CCO1~C(C)(=O)O(CC)~C1(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,-1.7557228791981572,BigSolDB
4184,CN(C)C1=CC=C(NC(=O)N(C=O)C2=CC=C(C=C2)N(C)C)C=C1,CC(=O)C,CN(C)c1ccc(N(C=O)C2(=O)~O=C(C)(C)~N(C)(C)c3ccc(cc3)N2)cc1,-1.684379381,BNNLabs
4185,O=C1Cc2ccccc2N1,CC#N,CC1~N2c3ccccc3CC2(=O)~N#1,-1.2940508050897044,BigSolDB
4186,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,CC#N,CC1~[nH]2c(=O)cnn(-c3cc(Cl)c(C(C#N)c4ccc(Cl)cc4)c(Cl)c3)c2(=O)~N#1,-2.083546051450075,BigSolDB
4187,O=c1[nH]cc(F)c(=O)[nH]1,CCO,CC1~[nH]2cc(F)c(=O)[nH]c2(=O)~O1,-3.0043648054024503,BigSolDB
4188,[H][C@](C)(\C=C\[C@@]([H])(C)[C@@]1([H])CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(C)C,CC(=O)C,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4CC5(~O=C(C)(C)~O5)CC[C@]4(C)[C@H]3CC[C@]12C,-2.004575462,BNNLabs
4189,CCC1CCCCC1,O,C1CCC2(~O~CC2)CC1,-4.25,Esol
4190,C1CCN2C[C@H]3C[C@H](CN4CCC[C@@H]([C@H]34)O)[C@@H]2C1,CCO,CC1~OC2(~O1)CCCN1C[C@H]3C[C@H](CN4CCCC[C@@H]34)[C@H]12,-1.10546509,BNNLabs
4191,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](C(=O)CO)([C@@]3(C)C[C@@H]([C@H]21)O)O,CCO,CC1~O[C@H]2C[C@@]3(C)[C@@H](CC[C@]3(O)C(=O)(CO)~O1)[C@@H]1CCC3=CC(=O)C=C[C@]3(C)[C@H]12,-1.171224459,BNNLabs
4192,Sc1nc2ccccc2[nH]1,CCO,CC1~[nH]2c3ccccc3nc2(S)~O1,-2.274088367704952,BigSolDB
4193,O=Cc1cccc([N+](=O)[O-])c1,CC#N,CC1~O=Cc2cccc([N+](=O)[O-])(~N#1)c2,-0.7838340977140069,BigSolDB
4194,O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2.[Li+],CN(C)C=O,[Li+]~N(C)(C)C(=O)~O1C(=O)C(=O)O[B-]12OC(=O)C(=O)O2,-0.94404859467085,BigSolDB
4195,O=P12OCC(CO)(CO1)CO2,CC#N,CC1~OCC23COP(=O)(~N#1)(OC2)OC3,-2.0222763947111524,BigSolDB
4196,C1Cc2cccc3cccc1c23,O,c1cc2c34~O~c(cc3CC2)cc4c1,-4.63,Esol
4197,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,CO,N=C(N)NCCC[C@H](N)C(=O)O~CO~C(=O)(O)[C@@H]1CCC(=O)N1,-3.4225082001627745,BigSolDB
4198,O=C([O-])/C=C/C(=O)O.[Na+],C1COCCO1,O=C(O)/C=C/C([O-])=O~C1CO(~[Na+])CCO1,-3.819300798703965,BigSolDB
4199,Cc1cc(Cl)cc(C(=O)O)c1N,CCCCO,CCCC1~OC(=O)(c2cc(Cl)cc(C)c2N)~O1,-2.257431965633858,BigSolDB
4200,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,CCCO,CCC1~O(C(C)=O)c2ccccc2C(=O)Nc2ncc([N+](=O)[O-])(~O1)s2,-3.860120913598764,BigSolDB
4201,COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,O,COc1c2cc3c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC3(=O)~O~O2,-4.120904120499928,BigSolDB
4202,O=C(O)COc1ccc(Cl)cc1Cl,CCO,CC1~O(c2ccc(Cl)cc2Cl)CC(=O)(O)~O1,-1.1844222516757328,BigSolDB
4203,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,O,COP1(=S)(OC)~O~O1c1cc(Cl)c(Br)cc1Cl,-6.09,Esol
4204,O=Cc1cc(Br)c(O)c(Br)c1,CO,O=C1~OC~Oc2c(Br)cc1cc2Br,-2.709520186669327,BigSolDB
4205,CCC=O,O,CCC1~O~O=1,0.58,Esol
4206,Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,O,Clc1cc2ccc1-c1c(Cl)c(Cl)c(Cl)(~O~Cl2)c(Cl)c1Cl,-7.92,Esol
4207,COC(=O)c1ccc(C(=O)OC)cc1,CCOC(C)=O,CCO1~C(=O)(c2ccc(C(=O)OC)cc2)O(C)~C1(C)=O,-1.9366929172223288,BigSolDB
4208,O=C1N2CN3C(=O)N([N+](=O)[O-])C4C3N(CN3C(=O)N([N+](=O)[O-])C(C23)N1[N+](=O)[O-])C(=O)N4[N+](=O)[O-],CCOC(C)=O,CCO1~C2(=O)N([N+](=O)[O-])C3C4N(CN5C(=O)N([N+](=O)[O-])C6C5N(CN42~C1(C)=O)C(=O)N6[N+](=O)[O-])C(=O)N3[N+](=O)[O-],-3.888401475119606,BigSolDB
4209,CC(=O)Nc1ccccc1[N+](=O)[O-],CCCCO,CCCC1~N(C(C)=O)c2ccccc2([N+](=O)[O-])~O1,-2.01095084356178,BigSolDB
4210,c1ccc(cc1)C(c1ccccc1)(c1ccccc1)c1ccccc1	,CCO,CC1~c2ccc(cc2)C(c2ccccc2)(c2ccccc2)(c2ccccc2)~O1,-3.609999999,BNNLabs
4211,c1ccc2c(c1)c1NC3=CC=CC(=Nc4c5ccccc5c([nH]4)N=c4c5ccccc5c(=Nc2[nH]1)[nH]4)C3,CCO,CC1~N2C3=CC=CC(=Nc4[nH]c(c5ccccc45)N=c4(~O1)[nH]c(c1ccccc14)=Nc1[nH]c2c2ccccc12)C3,-0.420217749,BNNLabs
4212,CCC(C)C1(CC)C(=O)NC(=O)NC1=O	,CCO,CCC(C)C1(CC)C(=O)NC2(=O)~OC(C)~N2C1=O,-0.40255713,BNNLabs
4213,O=C1c2ccccc2C(=O)c3ccccc13,O,O=C1c2ccccc2C2(~O~O=2)c2ccccc21,-5.19,Esol
4214,O=C[C@H](O)[C@H](O)[C@H](O)CO,CCCO,CCC1~OC[C@@H](O)[C@@H](O)[C@@H](O)C(=O)~O1,-2.288395207793691,BigSolDB
4215,Clc1ccc2c(Cl)ccnc2c1,O,Clc1ccc2c(Cl)ccn3~O~c23c1,-4.546681659952962,BigSolDB
4216,NC(=O)c1ccccc1N,CCCO,CCC1~Nc2ccccc2C(N)(=O)~O1,-1.7153437172114845,BigSolDB
4217,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21,CC(C)O,CN1c2ccccc2C2(=O)~OC(C)(C)~[nH]3c4c(c5ccccc53)CCN2C41,-4.154901959985743,BigSolDB
4218,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,CO,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c2cccc1C(F)(F)(F)~OC~OC(=O)c1cccnc1N2,-1.6950788380991082,BigSolDB
4219,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,CC(C)=O,CC1(C)~O=[N+]([O-])c2cccc3cccc([N+](=O)[O-])(~O=1)c23,-1.985059650207064,BigSolDB
4220,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,O,Cc1c(Cl)c(=O)n(C(C)(C)C)c2(=O)~O~[nH]12,-2.484,Esol
4221,Cc1c2ccccc2c(C)c2ccccc12,CCO,Cc1c2ccccc2c(C)c23~OC(C)~c(ccc12)c3,-2.235290614,BNNLabs
4222,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCCO,C=C(C)[C@@H]1CC[C@@]23CC[C@]4(C)[C@H](CC[C@@H]5[C@@]6(C)CCC(O)(~OC(CCC)~OC2)C(C)(C)[C@@H]6CC[C@]54C)[C@@H]13,-2.743041847439068,BigSolDB
4223,Nc1cc[nH]c(=O)n1 ,O,O=c12~O~Nc(cc[nH]1)n2,-1.155,Esol
4224,N#C[S-].[NH4+],CO,N#C1~OC~[S-]1.[NH4+],-0.7713430418910647,BigSolDB
4225,CN(C)/C=C/C(=O)c1cccnc1,CO,CN1(C)~CO~C(=O)(c2cccnc2)C=C1,-1.5939710550363848,BigSolDB
4226,CC(=O)N[C@@H](CC(C)C)C(=O)O,CC#N,CC(=O)N[C@@H](CC(C)C)C1(=O)~N#C(C)~O1,-3.147398030661765,BigSolDB
4227,CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,O,CN1CC(O)c2cc3c(cc21)O~O~C(N)(=O)N=N3,-4.551139154392559,BigSolDB
4228,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,O,COP1(=O)(OC(Br)C(Cl)(Cl)Br)~O~O1C,-2.28,Esol
4229,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,O,Cn12~O~C(F)(F)(F)c3cccc(c3)-c(c1)c(=O)c(-c1ccccc1)c2,-4.445,Esol
4230,c1ccc(cc1)c1c[nH]c(c2ccccc2)n1,CCO,CC1~[nH]2cc(-c3ccccc3)nc2(-c2ccccc2)~O1,-0.241601153,BNNLabs
4231,C[N+](C)(C)C[C@H](O)CC(=O)[O-],CC(C)O,CC1(C)~O=C([O-])CC(O)(C[N+](C)(C)C)~O1,-2.8347556738746893,BigSolDB
4232,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,O,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c3(Cl)~O~Clc2c3Cl)c(Cl)c1Cl,-11.6,Esol
4233,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CC(C)O,CC1(C)~OC(=O)([C@H](N)Cc2c[nH]c3ccccc23)~O1,-4.890084136976206,BigSolDB
4234,C[n+]1ccc2cc(c(cc2c1Cc1ccc(c(c1)OC)OC)OC)[O-],CCO,COc1ccc(Cc23~OC(C)~[O-]c4cc(cc[n+]2C)c3cc4OC)cc1OC,-1.416756969,BNNLabs
4235,CC(C)c1ccccc1C,O,Cc1cc2~O~C(C)(C)c1cc2,-3.76,Esol
4236,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,CCCO,CCC1~O(C)c2nc(C)nc(n2)NC(=O)NS(=O)(=O)c2ccsc2C(=O)(OC)~O1,-4.224316750973956,BigSolDB
4237,OC1=CC=C(C=C1)C(=O)C1=C(O)C(O)=C(O)C=C1,CC(=O)C,CC1(C)~Oc2ccc(cc2)C(=O)c2ccc(O)c(O)(~O=1)c2O,0.144793846,BNNLabs
4238,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,CC#N,CC1~O([C@H]2CC[C@@]3(C)C(=CC[C@@H]4[C@@H]3CC[C@]3(C)C(=O)CC[C@@H]43)C2)C(C)(=O)~N#1,-2.519274621011512,BigSolDB
4239,CC(=O)c1cccc([N+](=O)[O-])c1,CCOC(C)=O,CCO1~c2([N+](=O)[O-])cccc(c2)C(C)=O~C1(C)=O,-1.1068487868701342,BigSolDB
4240,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,CCCO,CCC1~O(CC2CC2)c2cc(C(=O)Nc3c(Cl)cncc3Cl)ccc2OC(F)(F)~O1,-4.309803919971486,BigSolDB
4241,CCCCCCCCCCCCCCCC,O,CCCCCCCCC1~O~CCCCCCC1,-8.4,Esol
4242,CCCC(=O)CCC,O,CCCC1(CCC)~O~O=1,-1.3,Esol
4243,CC(C)(C)CO,O,CC(C)(C)C1~O~O1,-0.4,Esol
4244,O=C(NC1=CC=C(NC(=O)C2=CN=CC=N2)C=C1)C1=CN=CC=N1,CC(=O)C,CC1(C)~N(c2ccc(NC(=O)c3cnccn3)cc2)C(=O)(c2cnccn2)~O=1,-3.505570497,BNNLabs
4245,COc1cc(/C=C/CO)cc(c1O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)OC,CCO,COc1cc(/C=C/CO)cc2c1OC1(~OC(C)~O2C)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-2.071674923,BNNLabs
4246,N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,CC(C)=O,CC1(C)~OC(=O)([C@@H](N)Cc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])~O=1,-5.800793520838342,BigSolDB
4247,Cc1cc(C)c(C(=O)P(=O)(C(=O)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1,CCOC(C)=O,CCO1~P(C(=O)c2c(C)cc(C)cc2C)(C(=O)c2c(C)cc(C)cc2C)(c2ccccc2)=O~C1(C)=O,-1.7493360805367564,BigSolDB
4248,Nc1ccc(C(=O)O)cc1.[K],O,Nc1ccc(C2(=O)~O~O2)cc1.[K],-1.036150809291268,BigSolDB
4249,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,CC(C)O,C[C@H]1[C@H](OC2(=O)~OC(C)(C)~OC(=O)CC2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,-2.544546031221372,BigSolDB
4250,N#CCC(N)=O,O,N#CCC1(=O)~O~N1,-1.867740310468956,BigSolDB
4251,CC(O)(P(=O)(O)O)P(=O)(O)O.O,O,CC(O)(P(=O)(O)O)P(=O)(O)(O)~O~O,-0.7592511219819141,BigSolDB
4252,CNN,O,C1~O~NN1,1.34,Esol
4253,CP(=O)(O)O,CCO,CC1~OP(C)(=O)(O)~O1,-0.384365531122584,BigSolDB
4254,COC(=O)[C@@H](N)CS.Cl,CCOC(C)=O,CCO1~C(=O)([C@@H](N)CS)O(C)~C1(C)=O.Cl,-4.154901959985743,BigSolDB
4255,O=C1NC(=O)NC(=O)C1(CC=C)CC=C,O,C=CCC1(CC=C)C(=O)NC2(=O)~O~N2C1=O,-2.077,Esol
4256,Cc1nc(C)c(C)nc1C,CO,Cc1nc(C)c2(C)~OC~n2c1C,-0.9562448730313206,BigSolDB
4257,Oc1ccc(OCc2ccccc2)cc1,CCO,CC1~Oc2ccc(OCc3ccccc3)(~O1)cc2,-1.4966179365262673,BigSolDB
4258,c1ccc(cc1)OC(=O)c1ccccc1O,CCO,CC1~Oc2ccccc2C(=O)(Oc2ccccc2)~O1,0.338028289,BNNLabs
4259,Cc1ccc(cc1)S(=O)(=O)N,O,Cc1ccc(S2(=O)(=O)~O~N2)cc1,-1.74,Esol
4260,NS(=O)(=O)Cc1noc2ccccc12,C1COCCO1,NS1(=O)(=O)~O2CCOC(~o3nc(c4ccccc43)C1)C2,-1.6188849192901495,BigSolDB
4261,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,O,CC(C)C1Nc2ccc(cc2Cl)C(F)(F)(F)~O~O(c2ccccc2)c2cccc(c2)C(C#N)OC1=O,-8.003,Esol
4262,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CC#N,CC1~OC(=O)(C(C)(C)Oc2ccc(CCNC(=O)c3ccc(Cl)cc3)cc2)~N#1,-3.945386945443112,BigSolDB
4263,C[C@]12CCCCC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@H](C2=O)F	,CCO,CC1~O=C2(~O1)[C@H](F)C[C@H]1[C@@H]3CC=C4CCCC[C@]4(C)[C@H]3CC[C@@]12C,-1.993533958,BNNLabs
4264,O=C(O)Cc1ccccc1[N+](=O)[O-],CCCCO,CCCC1~OC(=O)(Cc2ccccc2[N+](=O)[O-])~O1,-1.7757259857057424,BigSolDB
4265,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CCCO,CCC1~N(c2nccc(-c3cccnc3)n2)c2cc(ccc2C)NC(=O)(c2ccc(CN3CCN(C)CC3)cc2)~O1,-3.3526170298853804,BigSolDB
4266,CC(=O)NCC(=O)O,CC#N,CC(=O)NCC1(=O)~N#C(C)~O1,-3.6556077263148894,BigSolDB
4267,O=[N+]([O-])N1CN2CN(C1)CN([N+](=O)[O-])C2,CO,O=[N+]([O-])N1CN2CN3CN(~CO~[N+]3(=O)[O-])(C2)C1,-8.261023736097334,BigSolDB
4268,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,O,O=c12~O~Oc3cc(O)c1c(c3)oc(-c1ccccc1)c2,-2.899629454882437,BigSolDB
4269,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],O,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C1(=O)~O~O1,-4.777283528852417,BigSolDB
4270,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CN(C)C=O,CC(C)O1~C(=O)N(C)(C)~c2(=O)c(-c3ccccc3)coc3cc1ccc32,-1.6101785370894772,BigSolDB
4271,CC1(C)COC(=O)[C@@H]1O,CCOC(C)=O,CCO1~C2(=O)[C@H](O)C(C)(C)CO2~C1(C)=O,-0.5371529641683263,BigSolDB
4272,O=[N+]([O-])c1ccc(O)c2ncccc12,CCCO,CCC1~Oc2ccc([N+](=O)[O-])(~O1)c1cccnc21,-3.250495576123858,BigSolDB
4273,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,O,Cc1cccc(C)c1NC1(=O)~O~Oc2cc(Cl)c(S(N)(=O)=O)cc21,-3.79,Esol
4274,O=C1c2ccccc2C(=O)c2c(Cl)cccc21,Cc1ccccc1,O=C12~c3ccc(cc3)C~O=C(c3ccccc31)c1cccc(Cl)c12,-2.037204630142767,BigSolDB
4275,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)CC[C@]5(C)[C@@]4([H])[C@H](O)C[C@]3(C)[C@@]1(O2)C(C)=O,CC(=O)C,CC1(=O)~O=C(C)(C)~O[C@@H]2C[C@@]3(C)[C@@H](C[C@H]4O[C@@]413)[C@@H]1CCC3=CC(=O)CC[C@]3(C)[C@H]12,-1.657652075,BNNLabs
4276,CC(C)CCOC(=O)C,O,CC(C)CCO1~O~C1(C)=O,-1.92,Esol
4277,O=C(O)c1cc2ccccc2cc1O,CC(C)O,CC1(C)~Oc2cc3ccccc3cc2C(=O)(O)~O1,-1.6304131092636556,BigSolDB
4278,O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],CCO,CC1~O=[N+]([O-])N2C3C4N([N+](=O)[O-])C5C(N4[N+](=O)[O-])N([N+](=O)[O-])C2(~O1)C(N5[N+](=O)[O-])N3[N+](=O)[O-],-3.2873502983727887,BigSolDB
4279,CCI,O,CC1~O~I1,-1.6,Esol
4280,CC1(C)COP(=O)(C(Nc2ccccc2)c2ccccc2)OC1,CO,CC1(C)COP2(=O)(~OC~N(c3ccccc3)C2c2ccccc2)OC1,-2.8210230527068307,BigSolDB
4281,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,O,COc1c2cc3c(N)nc(nc3c1OC)N1CCN(CC1)C(=O)(OCC(C)(C)O)~O~O2C,-3.638,Esol
4282,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCCO,CCOC1(=O)~OC(CC)~O(c2ccc(Oc3cnc4cc(Cl)ccc4n3)cc2)[C@@H]1C,-2.721475035262982,BigSolDB
4283,O=C(O)c1cccc(Cl)c1C(=O)O,O,O=C1O~O~C(=O)(O)c2c(Cl)cccc21,-2.6960267974596936,BigSolDB
4284,NC(=O)C1=CC=C(C=C1)S(N)(=O)=O,CC(=O)C,CC1(C)~NC(=O)(c2ccc(S(N)(=O)=O)cc2)~O=1,-1.854345088,BNNLabs
4285,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCCO,CCC1~O[C@H]2C[C@@]3(C)[C@@H](CC[C@]3(O)C(C)(=O)~O1)[C@@H]1CCC3=CC(=O)CC[C@]3(C)[C@H]12,-2.076755981369724,BigSolDB
4286,CC(=O)c1ccccc1,O,CC1(c2ccccc2)~O~O=1,-1.28,Esol
4287,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,CC(C)O,CC1(C)~O[C@H]2(~O1)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O,-4.744486287180466,BigSolDB
